Line Name, Code, English
script_job.kelp-urchin-barren.argue.barrenModel_4, @C3DB0723, "I think some relationships might be missing."
script_job.kelp-urchin-barren.argue.barrenModel_5, @C2DB0590, "What could be causing the kelp to disappear?"
script_job.kelp-urchin-barren.argue.unrelated_0, @52485312, "{@drKelp}   Hmmm... this doesn't seem relevant, Mija."
script_job.kelp-urchin-barren.argue.unrelated_1, @534854A5, "Do you have anything else to show me?"
script_job.kelp-urchin-barren.argue.giveUp_0, @D956838E, "{@drKelp}    Okay, Sweetie. Let me know when you're ready."
script_job.kelp-urchin-barren.argue.done_1, @0CF53731, "{@drKelp}   Hmmm. Que extraño. We have a complete picture of the ecosystem..."
script_job.kelp-urchin-barren.argue.done_2, @09F53278, "But I still don't understand exactly what's happening here."
script_job.kelp-urchin-barren.argue.done_3, @0AF5340B, "{@player}   But... I did the science! We've got all the data!"
script_job.kelp-urchin-barren.argue.done_4, @0FF53BEA, "{@drKelp}   You did an amazing job, Mija. But it looks like there's still more work to do here."
script_job.kelp-urchin-barren.argue.done_5, @10F53D7D, "Let me know when you're ready to take on another job."
script_job.kelp-urchin-barren.argue.done_6, @0DF538C4, "In the meantime, buen trabajo."
script_job.kelp-urchin-barren.argue.done_7, @0EF53A57, "{@player}   Thanks, Mom."
script_job.kelp-urchin-farm.start_0, @FCC1505E, "{@drKelp}\tThank you, Olivia. I have exciting news!"
script_job.kelp-urchin-farm.start_1, @FDC151F1, "I'm exploring an idea for a new side hustle..."
script_job.kelp-urchin-farm.start_2, @FAC14D38, "Urchin farming!"
script_job.kelp-urchin-farm.start_3, @FBC14ECB, "{@player}   Wait... You want to farm urchins? On purpose??"
script_job.kelp-urchin-farm.start_4, @00C156AA, "{@drKelp}   Don't act so surprised, Mija. There's a high demand for urchins at the local market!"
script_job.kelp-urchin-farm.start_5, @01C1583D, "{@drKelp}   We're having kelp noodles with sea urchin crema for dinner, by the way. You'll love it!"
script_job.kelp-urchin-farm.start_6, @FEC15384, "But for now, head to your {nameof MeasurementTank}."
script_job.kelp-urchin-farm.start_7, @FFC15517, "I need to know how quickly the urchins eat the different species of kelp, so I know the most efficient food to give them."
script_job.kelp-urchin-farm.measurementTankSelect_0, @BB9DB722, "{@player}   Where should we start, {nameof @guide}?"
script_job.kelp-urchin-farm.measurementTankSelect_1, @BC9DB8B5, "{@guide}   It's time to set up your tank!"
script_job.kelp-urchin-farm.measurementTankSelect_2, @B99DB3FC, "Your mother needs to know which type of Kelp the urchins eat more quickly."
script_job.kelp-urchin-farm.measurementChooseKelp_0, @D8482993, "{@guide}\tSelect {nameof Urchin} and something the {nameof Urchin} eats."
script_job.kelp-urchin-farm.catchUrchinEatBull_0, @89671B77, "{@guide}    Use the Measurement Tank to measure how quickly Urchins eat Bull Kelp."
script_job.kelp-urchin-farm.catchUrchinEatKelp_0, @949FD9EE, "{@guide}    Use the Measurement Tank to measure how quickly Urchins eat Giant Kelp."
script_job.kelp-urchin-farm.catchReportBack_0, @93440DE8, "{@guide}   Adequate work, O!"
script_job.kelp-urchin-farm.catchReportBack_1, @94440F7B, "Looks like you've got the data your mother needed."
script_job.kelp-urchin-farm.catchReportBack_2, @9544110E, "Time to report back to the {m}research station{/m}!"
script_job.kelp-urchin-farm.argue.intro_1, @31DC1E17, "{@drKelp}\tNice work using the Measurement Tank, Olivia! You're really getting the hang of this."
script_job.kelp-urchin-farm.argue.intro_2, @32DC1FAA, "So, how do the eating rates compare?"
script_job.kelp-urchin-farm.argue.intro_5, @2DDC17CB, ": argue.giveUp"
script_job.kelp-urchin-farm.argue.intro_6, @2EDC195E, "{@drKelp} Okay, Mija. Let me know when you're ready."
script_job.kelp-urchin-farm.argue.chooseFacts_4, @A7059E92, "Present facts from AQOS"
script_job.kelp-urchin-farm.argue.chooseFacts_8, @AB05A4DE, "Let me get back to you"
script_job.kelp-urchin-farm.argue.bullKelp_3, @CA7178C4, "{@drKelp}\tHmm. The {pluralnameof Urchin} consume 2g of {pluralnameof BullKelp}."
script_job.kelp-urchin-farm.argue.bullKelp_4, @C9717731, "How does the Giant Kelp compare?"
script_job.kelp-urchin-farm.argue.giantKelp_3, @0A34EA96, "{@drKelp}\tHmm. The {pluralnameof Urchin} consume 2g of {pluralnameof GiantKelp}."
script_job.kelp-urchin-farm.argue.giantKelp_4, @0D34EF4F, "How does the Bull Kelp compare?"
script_job.kelp-urchin-farm.argue.unrelated_0, @A0D21A64, "{@drKelp}\tHmmm... I don't think this fact is relevant, Mija."
script_job.kelp-urchin-farm.argue.giveUp_0, @B356AF8C, "{@drKelp}\tOkay, Sweetie. Get back to me when you're ready."
script_job.kelp-urchin-farm.argue.finalClaim_0, @2CB1F760, "{@drKelp} So, which type of kelp will the Urchins eat less of?"
script_job.kelp-urchin-farm.argue.finalClaim_1, @2DB1F8F3, "Giant Kelp"
script_job.kelp-urchin-farm.argue.finalClaim_2, @2EB1FA86, "Bull Kelp"
script_job.kelp-urchin-farm.argue.finalClaim_3, @2FB1FC19, "The rates are equal"
script_job.kelp-urchin-farm.argue.finalClaim_4, @30B1FDAC, "Let me get back to you"
script_job.kelp-urchin-farm.argue.giantOrBull_0, @B2C60CE3, "{@drKelp} Are you sure, Olivia? I don't think your data supports that conclusion."
script_job.kelp-urchin-farm.argue.done_1, @15B2B4B7, "{@drKelp}\tOh, interesting! Looks like the urchins eat both types of kelp at the same rate."
script_job.kelp-urchin-farm.argue.done_2, @16B2B64A, "I can use either type at the urchin farm, and it won't make a difference!"
script_job.kelp-urchin-farm.end_0, @B0F79327, "{@drKelp}\tThank you for your help, Olivia."
script_job.kelp-urchin-farm.end_1, @AFF79194, "Want to make dinner together, since you're here?"
script_job.kelp-urchin-farm.end_3, @B1F794BA, "{@player}   Oh... um, I'm so sorry, Mom. I promised I'd stop by a potluck at the Arctic Station tonight."
script_job.kelp-urchin-farm.end_5, @ABF78B48, "{@player}   Oh... um, sorry Mom. I promised I'd stop by a potluck at the Bayou Station tonight."
script_job.kelp-urchin-farm.end_7, @ADF78E6E, "{@player}   Oh... um, sorry Mom. I promised I'd stop by a potluck at the Coral Station tonight."
script_job.kelp-urchin-farm.end_9, @A7F784FC, "{@player}   Oh... um, sorry Mom. I wanna try to get back out to one of the other stations tonight."
script_job.kelp-urchin-farm.end_11, @A7BA46BF, "{@drKelp}   Aww, Sweetie. I love that you're getting out there. Mer would be proud."
script_job.kelp-urchin-farm.end_-137, @956C3785, "Travel safe. I'll save you the leftovers!"
script_job.kelp-welcome.start_11, @1EBB3D6A, "Check your {item-name}AQOS Tablet{/item-name} to see all the info about your active job! \n\nThis tool also holds all the data you collect. \n\nYou can access it by clicking on the icon or pressing {h}[Tab]{/h}.\n\nKeyboard shortcut hints can be toggled on from the {h}Options Menu{/h}."
script_job.kelp-welcome.start_17, @18BB33F8, "{@drKelp} Gracias, Olivia!"
script_job.kelp-welcome.start_18, @17BB3265, "{@drKelp} I'll get the AquaLab set up for you."
script_job.kelp-welcome.start_19, @16BB30D2, "{@player} Wow... the AquaLab? You're giving me Mer's old ship?"
script_job.kelp-welcome.start_20, @05BD54A6, "{@drKelp} Of course. Your sister would've wanted you to have it."
script_job.kelp-welcome.start_21, @06BD5639, "{@drKelp} The data on your new ID card will give you clearance."
script_job.kelp-welcome.start_22, @03BD5180, "{@drKelp} Just make sure not to lose your card, or the whole ship will power down."
script_job.kelp-welcome.start_23, @04BD5313, "{@player} Got it. Gracias, Mom."
script_job.kelp-welcome.diveSite_2, @22A4F00D, "{@guide} Greetings! I am your onboard A.I."
script_job.kelp-welcome.diveSite_3, @21A4EE7A, "{@guide} My name is Version 1 Conscious Terminal Onboard Representative."
script_job.kelp-welcome.diveSite_4, @1CA4E69B, "{@guide} But you can call me {nameof @guide}."
script_job.kelp-welcome.diveSite_5, @1BA4E508, "{@guide} What should I call you?"
script_job.kelp-welcome.diveSite_6, @1EA4E9C1, "{@player} Oh... my name's Olivia Ramirez, but my friends call me O."
script_job.kelp-welcome.diveSite_7, @1DA4E82E, "{@player} So... what should we do first, {nameof @guide}?"
script_job.kelp-welcome.diveSite_8, @18A4E04F, "{@guide} First, we will need to collect some data. My favorite!!!"
script_job.kelp-welcome.diveSite_9, @17A4DEBC, "{@guide} Use your {item-name}Scanner{/item-name} to identify all the species here at the Forested Lagoon."
script_job.kelp-welcome.diveSite_12, @369E9192, "{@guide}   Click the red targets to ID a new plant or animal!"
script_job.kelp-welcome.diveSite_26, @C4A62CE1, "Talk to {nameof @guide} by clicking the {h}button with the eyes{/h} here.\n\nHe can help if you get stuck! \n\nYou can also talk to him by pressing {h}[Q]{/h}."
script_job.kelp-welcome.helpGoToSiteC_0, @0D2FA530, "{@guide}\tYou need to find {h}Site C{/h}, then dive."
script_job.kelp-welcome.helpGoToSiteC_1, @0E2FA6C3, "Unless you'd rather just float here forever."
script_job.kelp-welcome.helpAtSiteC_0, @60D5D27E, "{@player}   What now?"
script_job.kelp-welcome.helpAtSiteC_1, @61D5D411, "{@guide}    According to your task list in AQOS, you must scan all the species here at Site C!"
script_job.kelp-welcome.helpAtSiteC_2, @5ED5CF58, "You appear to be missing some. Better keep looking."
script_job.kelp-welcome.navigation.goBackUp_2, @7FF5EA3A, "{@guide} You have scanned all the local species..."
script_job.kelp-welcome.navigation.goBackUp_3, @80F5EBCD, "{@guide} And gathered lots of thrilling data!"
script_job.kelp-welcome.navigation.goBackUp_4, @79F5E0C8, "{@guide} Now head to the surface and board your new research vessel."
script_job.kelp-welcome.helpAtSiteCCompleted_0, @E175A729, "{@player}   Can you remind me what to do now, {nameof @guide}?"
script_job.kelp-welcome.helpAtSiteCCompleted_1, @E075A596, "{@guide}    Certainly, O. Head to the surface and board your ship!"
script_job.kelp-welcome.navigation.return_1, @1F985161, "{@player}Wow. Mer's old AquaLab!"
script_job.kelp-welcome.navigation.return_2, @1C984CA8, "{@player} How do we get onboard, {nameof @guide}?"
script_job.kelp-welcome.navigation.return_11, @0CC800F0, "Use your {h}schematic{/h} to visit different areas of your ship."
script_job.kelp-welcome.navigation.return_18, @15C80F1B, "Click here to enter the {h}helm{/h}!"
script_job.kelp-welcome.navigation.return.incomplete_0, @616C4062, "{@player}   Is that everything, {nameof @guide}?"
script_job.kelp-welcome.navigation.return.incomplete_1, @626C41F5, "{@guide}   Hmmm. It appears you missed something."
script_job.kelp-welcome.navigation.return.incomplete_2, @5F6C3D3C, "{@guide}    Head back to {h}Site C{/h} and try again."
script_job.kelp-welcome.helpReturnToShip_0, @15D0508C, "{@player} \tWhat now?"
script_job.kelp-welcome.helpReturnToShip_1, @16D0521F, "{@guide}\tYou need to head to the {h}helm{/h}."
script_job.kelp-welcome.helpReturnToShip_5, @12D04BD3, "Use the {h}schematic{/h} to navigate inside your ship."
script_job.kelp-welcome.atShip_0, @5FCCBEE1, "{@player} Wow. It's beautiful!"
script_job.kelp-welcome.atShip_1, @5ECCBD4E, "{@player}  What should I do now, {nameof @guide}?"
script_job.kelp-welcome.atShip_2, @5DCCBBBB, "{@guide} Updating ship schematic..."
script_job.kelp-welcome.atShip_13, @B94E4BC7, "Head to your {nameof Experimentation} to start your next task!"
script_job.kelp-welcome.helpGoToExperimentRoom_0, @E829FFA6, "{@player}   Can you help me find my way, {nameof @guide}?"
script_job.kelp-welcome.helpGoToExperimentRoom_1, @E92A0139, "{@guide}    Certainly, O. Open your ship schematic in the upper left."
script_job.kelp-welcome.helpGoToExperimentRoom_2, @E629FC80, "{@guide}  Then select your {nameof Experimentation}!"
script_job.kelp-welcome.firstCaptureCircle_1, @5D75128D, "{@guide}    That urchin's eating something!"
script_job.kelp-welcome.firstCaptureCircle_3, @5B750F67, "{@guide}    That sea otter's eating something!"
script_job.kelp-welcome.firstCaptureSuccess_1, @BADF93D0, "{@guide}    You captured a new behavior! Looks like {pluralnameof Urchin} eat {pluralnameof GiantKelp}."
script_job.kelp-welcome.firstCaptureSuccess_2, @BDDF9889, "{@guide}    You captured a new behavior! Looks like {pluralnameof SeaOtter} eat {pluralnameof Urchin}."
script_job.kelp-welcome.firstCaptureSuccess_4, @BFDF9BAF, "{@guide}    That should be recorded in our {item-name}Bestiary{/item-name} now."
script_job.kelp-welcome.firstCaptureCircleExpire_0, @60847EB5, "{@guide}    Looks like you missed that one."
script_job.kelp-welcome.firstCaptureCircleExpire_1, @5F847D22, "Try to record that behavior when it happens again."
script_job.kelp-welcome.helpFirstExperiment_0, @040CFCA0, "{@player}   Okay, now what?"
script_job.kelp-welcome.helpFirstExperiment_2, @060CFFC6, "{@guide}\tWatch the tank and click to record new behaviors."
script_job.kelp-welcome.helpFirstExperiment_3, @070D0159, "You need to find out how these species interact."
script_job.kelp-welcome.helpFirstExperiment_5, @090D047F, "{@guide}    You need to set up the tank."
script_job.kelp-welcome.helpFirstExperiment_6, @0A0D0612, "You'll need some {nameof SeaOtter}, some {nameof Urchin}, and some {nameof GiantKelp}."
script_job.kelp-welcome.helpFirstExperiment_7, @0B0D07A5, "And make sure to use a {nameof WarmKelpForest} environment."
script_job.kelp-welcome.experimentFinished_0, @21B9CD87, "{@guide}  Hooray! More data!!!"
script_job.kelp-welcome.experimentFinished_1, @20B9CBF4, "{@guide}  Adequate work, O. You're ready to report back to the Station."
script_job.kelp-welcome.experimentFinished_2, @23B9D0AD, "{@player} Okay. How do I get back there, {nameof @guide}?"
script_job.kelp-welcome.experimentFinished_3, @22B9CF1A, "{@guide}  You can go to your Helm and board your sub, or you can open your schematic and use {m}Quick-Travel{/m} to get there faster!"
script_job.kelp-welcome.helpReportBack_0, @074FCD10, "{@player} \tWhat now, {nameof @guide}?"
script_job.kelp-welcome.helpReportBack_1, @084FCEA3, "{@guide}\tYou need to report your findings."
script_job.kelp-welcome.helpReportBack_3, @0A4FD1C9, "{@guide}  Open your schematic and {m}Quick-Travel{/m} to the research station."
script_job.kelp-welcome.helpReportBack_4, @0B4FD35C, "Your mother will be waiting for you there."
script_job.kelp-welcome.helpReportBackInArgumentation_0, @B2EE496F, "{@player} \tWhat now, {nameof @guide}?"
script_job.kelp-welcome.helpReportBackInArgumentation_1, @B1EE47DC, "{@guide}\tTell your mother what you found out!"
script_job.kelp-welcome.catchScanGiantKelp_0, @BB391FE9, "{@guide}    Make sure to scan all the organisms here. Have you looked at the kelp yet?"
script_job.kelp-welcome.catchScanUrchin_0, @F63A8F2D, "{@guide}    Make sure to scan all the organisms here. Have you looked at the urchins yet?"
script_job.kelp-welcome.catchScanOtter_0, @97943172, "{@guide}    Make sure to scan all the organisms here. Have you looked at the otters yet?"
script_job.kelp-welcome.catchReturnToShip_1, @01C73659, "{@guide}    Head to the surface and board your ship!"
script_job.kelp-welcome.catchReturnToShip_3, @FFC73333, "{@guide}    Head to the {m}helm{/m} when you're ready to continue."
script_job.kelp-welcome.catchRunExperiment_0, @FD865B0D, "{@guide}    Head to the Observation Tank and run your experiment."
script_job.kelp-welcome.catchReportBack_0, @22BE062E, "{@guide}    Report back to your mother and let her know what you learned!"
script_job.kelp-welcome.argue.later_0, @D52A732A, "{@drKelp}  Wow, that was quick! Are you sure you're ready?"
script_job.kelp-welcome.argue.later_1, @D62A74BD, "{@player}  Actually, I've still got a few things to do."
script_job.kelp-welcome.argue.later_3, @D42A7197, "{@drKelp}  Well, don't be afraid to ask if you need some help."
script_job.kelp-welcome.argue.later_4, @D12A6CDE, "{@drKelp}  I'll be here when you're ready."
script_job.kelp-welcome.argue.hello_0, @F450EAC0, "{@drKelp}  This is so exciting! Your first job!"
script_job.kelp-welcome.argue.hello_1, @F550EC53, "How are you feeling? Tired? Hungry?"
script_job.kelp-welcome.argue.hello_2, @F650EDE6, "I've got a recipe for cinnamon kelp rolls that I've been dying to try..."
